L10_V017,3200
L13_V017,4750
L08_V004,3950
L21_V002,2425
L13_V017,4700
L17_V028,30425
L21_V026,2075
L07_V025,23250
L24_V004,15350
L21_V014,3050
L20_V015,28625
L19_V015,2075
L21_V026,2100
L21_V002,2350
L20_V015,28675
L24_V016,4425
L21_V002,2500
L21_V026,2050
L21_V026,2000
L06_V030,16875
L21_V026,1975
L22_V008,1550
L19_V015,2100
L21_V002,2475
L24_V004,15450
L21_V002,2450
L21_V026,2025
L07_V019,20950
L08_V023,28350
L21_V002,2375
L10_V029,2975
L21_V014,4075
L16_V001,2475
L24_V016,7950
L17_V028,30450
L21_V014,3075
L14_V027,1500
L07_V019,20925
L21_V002,2400
L21_V014,4025
L08_V009,14500
L16_V001,2500
L07_V025,23275
L21_V014,4000
L20_V015,28650
L10_V029,3025
L08_V023,28850
L08_V023,28400
L07_V019,20975
L21_V026,1825
L04_V023,3050
L24_V004,15400
L14_V027,1475
L08_V004,4350
L17_V013,36875
L04_V023,3075
L21_V014,4050
L16_V007,6800
L21_V030,2400
L10_V012,1775
L13_V017,4825
L13_V017,4950
L21_V026,1850
L08_V023,28875
L21_V026,1875
L08_V023,28325
L03_V008,20275
L21_V030,2425
L12_V019,13050
L03_V014,23925
L24_V042,2175
L13_V016,7775
L21_V030,2450
L19_V015,2050
L10_V012,1750
L17_V028,30475
L10_V017,3175
L24_V005,11450
L24_V035,18250
L16_V007,6825
L13_V003,7075
L08_V023,28900
L09_V011,18350
L21_V014,3125
L08_V004,3975
L21_V024,9775
L10_V029,3050
L24_V024,13100
L24_V007,5675
L13_V003,7150
L21_V030,2475
L08_V023,28375
L10_V029,425
L21_V014,3175
L17_V013,36900
L19_V019,33300
L08_V006,18950
L17_V018,12850
L08_V021,20325
L08_V009,14450
L13_V017,4725
L24_V004,15375
L16_V001,2450
L09_V011,18375
L10_V027,8075
L14_V008,20975
L10_V014,13625
L21_V026,1800
L10_V029,450
L10_V014,1075
L03_V014,23900
L21_V030,1625
L21_V030,1550
L21_V026,1775
L17_V028,30550
L14_V008,20950
L17_V017,12525
L17_V028,30525
L21_V014,3200
L08_V006,18975
L10_V017,11500
L18_V011,22075
L17_V013,36950
L24_V039,4825
L09_V013,11575
L09_V020,22125
L02_V029,13875
L21_V030,2525
L17_V028,30500
L10_V012,6900
L02_V028,11050
L14_V012,12675
L24_V016,7925
L10_V022,13875
L21_V030,2500
L08_V013,22425
L09_V011,18300
L19_V028,7350
L10_V014,1100
L02_V018,14725
L08_V014,13775
L09_V020,22150
L16_V005,1600
L21_V014,3025
L21_V024,9800
L24_V018,6650
L24_V004,15425
L02_V031,15750
L11_V001,5625
L01_V015,28000
L24_V018,5475
L08_V011,17825
L18_V011,22100
L24_V035,10050
L08_V014,13750
L15_V006,26750
L09_V011,18400
L03_V029,16775
L10_V029,3000
L19_V019,33350
L13_V017,4875
L05_V009,23075
L17_V018,12825
L13_V017,4900
L10_V005,21250
L09_V011,18325
L09_V011,18275
L15_V019,8850
L24_V028,12725
L05_V030,22900
L13_V017,4925
L21_V027,7550
L08_V013,22650
L17_V013,36975
L11_V012,23675
L18_V011,22125
L21_V014,3250
L03_V002,23475
L03_V008,20300
L24_V042,8975
L10_V022,13850
L19_V019,33325
L18_V021,2650
L20_V025,19300
L24_V037,4025
L16_V001,2600
L03_V002,23575
L24_V045,200
L21_V014,3150
L01_V031,1000
L11_V005,22150
L10_V014,29225
L02_V029,13900
L03_V014,23850
L09_V020,22100
L24_V028,12675
L07_V022,2675
L24_V003,11325
L10_V012,6875
L16_V005,1575
L03_V008,20250
L06_V030,16925
L24_V033,9850
L19_V007,26650
L17_V022,23100
L16_V001,2650
L08_V009,14475
L04_V023,550
L21_V030,2550
L14_V016,25400
L10_V006,26575
L21_V002,2300
L18_V021,2625
L02_V029,13975
L14_V001,11400
L24_V028,13200
L05_V013,2075
L03_V014,18300
L17_V013,37425
L02_V028,11025
L15_V031,2325
L08_V004,23375
L24_V037,1800
L15_V006,16700
L03_V012,10225
L08_V014,13725
L05_V022,5225
L24_V007,5700
L17_V013,36925
L19_V026,23725
L09_V005,27000
L21_V014,3225
L10_V002,16750
L09_V020,22175
L13_V017,4850
L02_V028,10825
L05_V010,22525
L03_V013,18075
L03_V002,23525
L20_V025,19350
L07_V022,2725
L24_V004,15475
L21_V030,1925
L16_V001,2625
L10_V002,16725
L24_V042,9350
L24_V016,4475
L01_V027,28175
L21_V030,2600
L09_V020,22050
L19_V028,7400
L09_V020,22075
L17_V013,37450
L01_V028,15600
L15_V006,16625
L09_V027,26675
L10_V029,27850
L09_V002,7975
L23_V001,650
L24_V015,5450
L13_V018,2250
L13_V017,4975
L24_V035,13025
L20_V021,26000
L07_V019,19825
L11_V003,10900
L13_V004,17950
L02_V029,13950
L21_V014,3100
L24_V035,7750
L24_V035,8150
L10_V005,21175
L06_V030,16900
L17_V018,13025
L04_V023,2450
L24_V035,7675
L06_V011,8375
L12_V011,29500
L06_V022,1775
L05_V007,1925
L16_V008,12250
L24_V039,9450
L13_V003,7050
L03_V014,23875
L17_V001,19475
L07_V008,28175
L21_V006,25075
L14_V006,32900
L19_V026,23750
L04_V023,2375
L14_V006,33525
L10_V001,28775
L08_V009,8700
L24_V039,4425
L16_V027,2625
L24_V016,8100
L01_V015,27975
L02_V028,14750
L02_V029,13925
L04_V024,14025
