L15_V019,9175
L05_V023,20350
L05_V023,20375
L15_V030,33675
L05_V023,20400
L09_V006,18475
L15_V030,33475
L16_V002,14600
L05_V023,20450
L15_V019,9150
L15_V030,33650
L03_V030,21000
L15_V030,33700
L05_V024,17775
L05_V023,20425
L13_V026,17800
L15_V030,33450
L15_V030,33550
L18_V008,17025
L13_V026,17725
L17_V013,29675
L12_V013,14025
L09_V006,20900
L17_V001,18475
L15_V019,8750
L21_V002,18500
L12_V013,14050
L17_V013,41750
L05_V023,19400
L17_V001,18500
L16_V002,14650
L08_V006,11475
L05_V024,20000
L21_V002,18600
L17_V013,41725
L21_V002,18700
L18_V008,16625
L01_V019,10525
L17_V013,41700
L12_V013,14000
L05_V023,19425
L12_V013,14075
L18_V005,16400
L13_V025,27825
L13_V026,17750
L18_V005,16175
L13_V026,17600
L17_V013,29775
L17_V013,41800
L21_V002,18550
L13_V026,17850
L20_V003,15825
L06_V020,13350
L09_V022,23025
L17_V001,18525
L17_V013,41775
L15_V030,33425
L06_V020,13400
L20_V003,15850
L05_V023,20475
L15_V030,33525
L06_V020,13300
L06_V020,13375
L09_V029,24000
L01_V005,21800
L18_V005,16700
L07_V028,19900
L06_V020,13325
L21_V002,18525
L21_V024,27800
L21_V002,18650
L13_V026,17875
L18_V005,16525
L18_V008,16600
L09_V022,23050
L21_V002,18575
L14_V018,10875
L13_V025,27800
L18_V005,17150
L12_V005,14175
L01_V005,21825
L21_V002,18675
L07_V016,1875
L15_V030,34050
L17_V013,41825
L13_V025,27775
L15_V030,34025
L13_V026,17775
L18_V005,17050
L18_V008,17050
L18_V005,16575
L01_V005,21850
L17_V013,29800
L22_V001,9950
L08_V006,11500
L15_V030,34075
L21_V024,27825
L15_V030,33975
L18_V005,15875
L04_V018,21850
L07_V028,19925
L04_V018,21875
L05_V023,20325
L21_V024,27850
L12_V018,12500
L13_V026,17550
L18_V005,16125
L20_V003,18900
L11_V020,28325
L09_V006,20925
L18_V005,17125
L22_V017,16325
L21_V006,25075
L08_V006,11900
L17_V013,850
L10_V029,12200
L13_V026,17700
L20_V003,18925
L18_V005,16600
L10_V029,12600
L07_V016,1600
L11_V020,28575
L18_V005,16150
L13_V020,475
L04_V018,22025
L18_V005,16050
L18_V005,16325
L08_V001,14275
L15_V030,33500
L22_V017,3000
L15_V030,34125
L04_V018,22000
L11_V020,28675
L20_V007,375
L15_V030,34100
L04_V018,21925
L09_V006,20975
L17_V006,1150
L18_V005,17075
L11_V020,28600
L05_V023,20700
L05_V024,20025
L20_V003,18875
L02_V020,14625
L18_V005,16250
L18_V005,16075
L10_V029,12175
L21_V001,23675
L21_V002,18750
L18_V005,17000
L01_V005,21950
L21_V006,25100
L09_V006,18550
L18_V005,16550
L18_V005,16450
L16_V002,14525
L19_V005,4325
L19_V005,4350
L05_V023,20725
L09_V022,24075
L12_V015,500
L11_V023,30175
L18_V008,16975
L09_V029,24050
L18_V005,16350
L07_V015,425
L18_V005,16625
L04_V018,21975
L18_V005,17100
L11_V023,30225
L04_V018,21900
L21_V001,23725
L21_V002,19025
L20_V003,19325
L07_V011,325
L05_V024,17800
L22_V017,16300
L18_V005,17025
L21_V001,23700
L09_V022,24050
L18_V005,17200
L14_V004,25500
L13_V026,17575
L12_V018,12475
L09_V015,32950
L18_V005,16100
L20_V003,19225
L16_V015,400
L09_V029,24675
L15_V030,34000
L10_V007,10700
L16_V002,13325
L04_V018,21950
L06_V023,17500
L04_V018,16225
L12_V018,21950
L12_V022,375
L20_V003,19375
L11_V022,19250
L03_V001,10950
L21_V002,18625
L21_V006,25125
L04_V018,16200
L08_V023,21975
L05_V020,22150
L10_V029,12150
L04_V025,375
L21_V002,18725
L07_V028,19775
L20_V003,19175
L08_V006,11525
L08_V007,475
L03_V023,375
L12_V018,12650
L21_V030,21550
L22_V001,9975
L08_V006,11950
L21_V006,25150
L09_V029,24075
L21_V030,21575
L09_V029,24725
L11_V023,30100
L14_V005,12850
L20_V005,400
L17_V013,29750
L11_V023,30125
L08_V006,11925
L11_V014,24425
L11_V013,5250
L09_V029,24700
L11_V023,30150
L01_V005,21900
L14_V021,16775
L09_V029,24625
L15_V021,425
L05_V007,550
L09_V007,27325
L21_V001,23825
L21_V030,21525
L18_V005,17175
L19_V010,32750
L09_V007,27300
L22_V017,16350
L14_V004,25375
L09_V002,19925
L06_V028,19700
L14_V004,25350
L18_V005,16425
L19_V014,13525
L01_V005,21925
L18_V014,300
L20_V003,19300
L06_V028,19525
L14_V004,25475
L11_V018,17150
L20_V003,19250
L21_V001,23800
L21_V001,23875
L08_V017,300
L09_V029,24825
L07_V028,19800
L06_V005,2200
L01_V005,21875
L05_V024,20275
L14_V019,32950
L19_V031,575
L20_V003,19275
L08_V030,550
L14_V021,17150
L15_V030,33875
L18_V008,16850
L19_V027,18050
L18_V005,12525
L03_V028,14150
L07_V016,1850
L18_V005,12550
L21_V002,19000
L18_V013,29325
L11_V023,30200
L18_V008,16050
L20_V003,19350
L04_V025,11375
L22_V001,14675
L02_V023,18125
L18_V005,12625
L12_V005,14450
L16_V002,14500
L21_V001,23775
L08_V006,12000
L06_V011,8375
L11_V020,28275
L18_V019,24400
L10_V029,12500
L18_V005,12600
L17_V001,1825
L18_V001,21875
L16_V023,350
L12_V018,12575
L19_V009,20025
L08_V001,14450
