L01_V010,4500,6
L01_V010,4450,6
L01_V010,4475,6
L05_V021,21200,6
L05_V021,20600,6
L05_V021,20550,6
L05_V021,21150,6
L05_V021,20625,6
L05_V021,21175,6
L05_V021,20325,6
L05_V021,20425,6
L01_V010,3275,6
L01_V010,3250,6
L05_V021,20450,6
L05_V021,20475,6
L05_V021,20900,6
L05_V021,20575,6
L05_V021,20850,6
L05_V021,20675,6
L05_V021,20375,6
L12_V004,4625,6
L05_V021,20875,6
L05_V021,20400,6
L05_V021,20650,6
L05_V021,20350,6
L14_V012,17225,6
L13_V023,27225,6
L13_V023,27725,6
L13_V023,27200,6
L05_V021,21350,6
L13_V023,27675,6
L13_V023,27150,6
L13_V023,27175,6
L05_V021,21325,6
L14_V012,17250,6
L05_V021,20975,6
L12_V004,4675,6
L01_V010,4425,6
L12_V004,4650,6
L03_V004,8675,6
L05_V021,20700,6
L03_V004,8650,6
L13_V023,27250,6
L13_V023,27125,6
L13_V023,27700,6
L13_V023,26825,6
L13_V023,26925,6
L06_V029,32750,6
L13_V023,27300,6
L01_V010,4400,6
L06_V029,32800,6
L13_V023,27750,6
L13_V023,26900,6
L20_V028,24250,6
L05_V021,21225,6
L13_V023,27275,6
L13_V023,26800,6
L13_V023,26975,6
L13_V027,24750,6
L13_V023,27100,6
L05_V021,21375,6
L05_V018,6875,6
L19_V019,29900,6
L06_V015,2750,6
L15_V001,3900,6
L05_V021,20925,6
L05_V021,21000,6
L17_V003,11025,6
L06_V029,32775,6
L13_V023,27800,6
L19_V019,29875,6
L13_V023,26875,6
L17_V001,2275,6
L19_V019,30050,6
L15_V001,3925,6
L01_V015,22750,6
L16_V016,29475,6
L09_V014,27000,6
L06_V026,27150,6
L19_V019,29950,6
L19_V019,29925,6
L20_V031,18175,6
L05_V021,21100,6
L06_V026,27125,6
L16_V016,29050,6
L16_V030,8275,6
L16_V016,29550,6
L13_V023,27775,6
L06_V011,21425,6
L13_V027,24725,6
L17_V003,775,6
L19_V019,30075,6
L13_V023,27025,6
L13_V023,26950,6
L13_V023,26850,6
L19_V019,29725,6
L15_V019,4975,6
L12_V021,14275,6
L14_V006,20525,6
L16_V016,29125,6
