L06_V023,19100
L06_V023,20200
L06_V023,12000
L01_V002,2500
L10_V025,14000
L12_V030,4300
L02_V004,21200
L08_V017,8100
L09_V016,22400
L03_V017,18600
L06_V023,20300
L08_V017,8500
L12_V016,12200
L12_V018,3000
L09_V020,1700
L08_V009,15400
L01_V002,500
L08_V012,9100
L09_V016,22300
L09_V008,26100
L01_V005,26700
L12_V016,500
L12_V028,4000
L05_V010,21900
L09_V008,26200
L03_V017,24700
L06_V016,10500
L06_V026,18800
L10_V005,24700
L06_V009,21900
L03_V021,13800
L11_V010,6300
L03_V028,21300
L06_V029,7100
L09_V016,22200
L08_V005,20600
L06_V023,12100
L06_V023,19300
L08_V009,15300
L01_V003,28200
L11_V029,24000
L09_V011,24300
L08_V009,15600
L06_V023,20100
L07_V017,16200
L07_V031,3700
L05_V028,1600
L05_V010,21300
L03_V017,24300
L11_V029,23800
L10_V002,8100
L07_V024,18500
L09_V016,22500
L12_V005,10200
L09_V020,32800
L12_V004,18700
L06_V023,19200
L08_V016,16700
L06_V021,700
L10_V014,12600
L11_V010,18500
L12_V016,4000
L09_V005,10000
L06_V029,13800
L04_V011,8700
L09_V016,31100
L09_V016,31000
L08_V016,11700
L04_V026,5500
L10_V014,12700
L07_V031,28400
L06_V029,13700
L02_V016,16000
L06_V023,18900
L06_V027,20800
L09_V008,26400
L03_V017,24400
L02_V030,20200
L02_V022,17200
L02_V022,16900
L03_V009,26700
L09_V011,21500
L04_V026,9500
L06_V030,14900
L12_V009,9800
L09_V011,3600
L06_V030,15100
L03_V017,24800
L05_V010,21600
L03_V021,13700
L10_V023,12300
L02_V026,31200
L11_V010,6400
L08_V005,20900
L09_V011,3700
L09_V019,8700
L11_V008,2500
L02_V025,13700
L03_V017,24200
L10_V005,25800
