L04_V019,9800,7
L12_V028,4000,7
L10_V018,16000,7
L03_V005,21600,7
L03_V005,21500,7
L06_V022,8900,7
L10_V012,16900,7
L10_V012,17400,7
L09_V026,20600,7
L09_V026,18500,7
L12_V003,11400,7
L09_V026,18600,7
L03_V005,22600,7
L06_V021,700,7
L03_V022,15000,7
L06_V022,8800,7
L06_V009,21900,7
L10_V012,17500,7
L10_V009,13600,7
L10_V012,17200,7
L06_V027,20800,7
L10_V009,17700,7
L03_V005,21900,7
L01_V024,23500,7
L11_V002,20700,7
L06_V027,20600,7
L08_V009,8400,7
L10_V012,18100,7
L11_V027,23000,7
L04_V002,10100,7
L12_V015,9400,7
L06_V008,7000,7
L08_V004,19500,7
L12_V008,17100,7
L12_V024,9300,7
L04_V011,8700,7
L06_V022,9200,7
L04_V019,9800,7
L12_V018,3000,7
L06_V022,10000,7
L09_V026,21100,7
L01_V002,2500,7
L06_V004,17800,7
L10_V005,22800,7
L10_V012,18000,7
L10_V017,3400,7
L07_V012,30700,7
L09_V016,8300,7
L09_V025,21200,7
L06_V004,17900,7
L06_V029,9000,7
L10_V021,17800,7
L02_V004,8700,7
L06_V022,9800,7
L08_V007,18900,7
L12_V022,20700,7
L01_V013,22000,7
L04_V019,8600,7
L03_V023,24300,7
L09_V010,8800,7
L01_V020,23800,7
L01_V013,21800,7
L12_V003,18600,7
L12_V028,19600,7
L12_V002,11500,7
L01_V013,22900,7
L12_V003,19700,7
L06_V022,10200,7
L07_V002,15500,7
L09_V011,23700,7
L12_V022,4600,7
L06_V021,14300,7
L12_V016,12200,7
L09_V026,20700,7
L06_V030,18500,7
L10_V018,18500,7
L10_V012,17100,7
L12_V015,9900,7
L02_V030,19400,7
L11_V010,6300,7
L08_V004,8500,7
L11_V013,15500,7
L04_V019,9900,7
L12_V028,12500,7
L05_V010,4400,7
L06_V007,11500,7
L12_V010,6300,7
L07_V024,20900,7
L09_V011,23900,7
L04_V024,16300,7
L04_V002,10700,7
L12_V004,18700,7
L05_V003,28100,7
L09_V002,600,7
L03_V005,22300,7
L12_V005,32900,7
L06_V022,9600,7
L02_V023,16900,7
L12_V010,9100,7
L09_V010,29800,7
