L09_V015,7800,4
L03_V008,15300,4
L10_V001,26600,4
L02_V011,21200,4
L09_V015,36000,4
L08_V017,29200,4
L09_V015,36100,4
L04_V010,16500,4
L01_V001,15400,4
L06_V029,24200,4
L08_V017,29600,4
L12_V021,26000,4
L10_V018,23800,4
L07_V010,2100,4
L02_V010,29500,4
L03_V010,30500,4
L05_V003,28300,4
L09_V015,36400,4
L08_V017,29400,4
L01_V014,24100,4
L04_V014,27400,4
L11_V004,21500,4
L03_V029,27400,4
L07_V006,19300,4
L04_V025,21100,4
L07_V010,1900,4
L04_V017,10300,4
L02_V011,21100,4
L03_V008,16400,4
L08_V017,29300,4
L03_V008,15400,4
L06_V029,23300,4
L04_V025,28900,4
L11_V001,31300,4
L09_V015,8100,4
L07_V014,17300,4
L02_V001,25400,4
L06_V030,7600,4
L05_V031,24100,4
L08_V017,29500,4
L01_V020,6800,4
L03_V025,29600,4
L08_V027,28100,4
L01_V001,15500,4
L10_V026,21800,4
L06_V013,33300,4
L04_V025,21200,4
L08_V020,27400,4
L02_V012,27900,4
L01_V026,26200,4
L07_V029,19600,4
L04_V029,23600,4
L06_V029,23100,4
L04_V030,26200,4
L10_V015,30000,4
L01_V003,18700,4
L05_V003,27300,4
L12_V029,31300,4
L02_V017,7700,4
L01_V026,25900,4
L07_V011,22700,4
L01_V018,27300,4
L01_V026,26700,4
L05_V029,11600,4
L12_V022,31200,4
L10_V015,30200,4
L01_V014,13800,4
L08_V018,21100,4
L07_V003,19500,4
L02_V014,28400,4
L02_V011,19900,4
L05_V016,28600,4
L02_V017,7600,4
L05_V031,24000,4
L01_V001,15200,4
L04_V017,10200,4
L01_V020,6700,4
L02_V019,24500,4
L05_V020,14800,4
L08_V021,24300,4
L10_V001,26800,4
L04_V016,11000,4
L10_V024,17800,4
L11_V025,12500,4
L06_V013,27900,4
L01_V030,17800,4
L06_V021,19600,4
L11_V027,19300,4
L07_V017,22000,4
L10_V019,27000,4
L07_V027,14300,4
L01_V026,26600,4
L04_V014,22800,4
L07_V022,18500,4
L05_V016,28400,4
L08_V027,900,4
L03_V030,7900,4
L04_V004,26000,4
L07_V010,1500,4
L02_V001,25500,4
