L16_V020,23625
L16_V020,23575
L16_V020,24000
L17_V007,32900
L16_V020,24050
L16_V020,23700
L17_V007,32925
L16_V020,24025
L16_V020,23650
L16_V020,23675
L17_V007,32950
L16_V020,23600
L16_V020,23825
L17_V007,32975
L17_V007,32875
L16_V020,23125
L16_V020,23150
L16_V020,23850
L16_V020,23225
L16_V020,23900
L16_V020,23800
L16_V020,23175
L16_V020,22500
L16_V020,23050
L16_V020,23025
L16_V020,23750
L16_V020,22850
L16_V020,23875
L16_V020,23975
L02_V022,16550
L16_V020,22750
L16_V020,23775
L16_V020,23725
L16_V020,23200
L16_V020,22900
L16_V020,23100
L02_V016,15900
L16_V020,22375
L16_V020,22400
L08_V007,20325
L16_V020,23000
L16_V018,19050
L02_V022,16500
L08_V007,875
L06_V002,16275
L16_V018,18825
L11_V008,2275
L16_V018,18800
L01_V030,10925
L06_V002,16250
L12_V005,22925
L16_V003,20675
L16_V020,23075
L16_V020,22725
L16_V018,19000
L16_V018,18650
L02_V022,16525
L16_V020,22975
L08_V007,20300
L16_V018,18700
L16_V018,18400
L16_V020,22950
L16_V009,20600
L16_V009,20625
L16_V020,22525
L11_V008,2300
L16_V020,22875
L16_V018,18375
L02_V022,1175
L16_V020,22425
L16_V020,23925
L16_V018,18750
L16_V020,22625
L16_V020,22675
L11_V008,2375
L16_V020,22450
L16_V020,22775
L16_V003,20600
L02_V016,15975
L11_V008,2250
L08_V007,20275
L16_V018,18425
L06_V002,16300
L16_V024,18200
L16_V018,18975
L04_V012,11325
L16_V020,22800
L21_V009,25050
L16_V018,18725
L16_V018,18850
L11_V005,26625
L16_V024,19050
L11_V008,2400
L09_V018,28375
L16_V024,19025
L08_V026,16425
L02_V016,16000
L16_V020,22925
L16_V020,22650
L17_V007,31525
