L12_V010, 4462, 3
L12_V010, 4766, 3
L12_V010, 5164, 3
L12_V010, 4640, 3
L12_V010, 4710, 3
L12_V010, 5481, 3
L12_V010, 4276, 3
L12_V010, 23998, 3
L12_V010, 4593, 3
L12_V010, 5742, 3
L12_V010, 4923, 3
L12_V010, 24037, 3
L12_V010, 362, 3
L12_V010, 348, 3
L12_V010, 4766, 3
L12_V010, 4738, 3
L12_V010, 11740, 3
L12_V010, 5686, 3
L12_V010, 4369, 3
L12_V010, 22310, 3
L12_V010, 5741, 3
L12_V010, 9262, 3
L12_V010, 4946, 3
L12_V010, 23794, 3
L12_V010, 5142, 3
L12_V010, 426, 3
L12_V010, 14918, 3
L12_V010, 24036, 3
L12_V010, 5596, 3
L12_V010, 24073, 3
L12_V010, 378, 3
L12_V010, 22577, 3
L12_V010, 447, 3
L12_V010, 5640, 3
L12_V010, 733, 3
L12_V010, 21084, 3
L12_V010, 23795, 3
L12_V010, 4434, 3
L12_V010, 14035, 3
L12_V010, 14080, 3
L12_V010, 8688, 3
L12_V010, 4322, 3
L12_V010, 9156, 3
L12_V010, 5125, 3
L12_V010, 5379, 3
L12_V010, 9084, 3
L12_V010, 11647, 3
L12_V010, 9209, 3
L12_V010, 6328, 3
L12_V010, 11768, 3
L12_V010, 9263, 3
L12_V010, 5008, 3
L12_V010, 1037, 3
L12_V010, 13938, 3
L12_V010, 9626, 3
L12_V010, 5685, 3
L12_V010, 5547, 3
L12_V010, 14149, 3
L12_V010, 14221, 3
L12_V010, 475, 3
L12_V010, 14014, 3
L12_V010, 8868, 3
L12_V010, 5164, 3
L12_V010, 8592, 3
L12_V010, 6871, 3
L12_V010, 19035, 3
L12_V010, 9003, 3
L12_V010, 8963, 3
L12_V010, 22640, 3
L12_V010, 21998, 3
L12_V010, 22576, 3
L12_V010, 8820, 3
L12_V010, 7677, 3
L12_V010, 11834, 3
L12_V010, 8653, 3
L12_V010, 7316, 3
L12_V010, 8897, 3
L12_V010, 19269, 3
L12_V010, 6801, 3
L12_V010, 19411, 3
L12_V010, 0, 3
L12_V010, 7273, 3
L12_V010, 5378, 3
L12_V010, 14220, 3
L12_V010, 8622, 3
L12_V010, 6327, 3
L12_V010, 7721, 3
L12_V010, 5310, 3
L12_V010, 6739, 3
L12_V010, 8652, 3
L12_V010, 10771, 3
L12_V010, 30988, 3
L12_V010, 19268, 3
L12_V010, 8867, 3
L12_V010, 28721, 3
L12_V010, 18194, 3
L12_V010, 9841, 3
L12_V010, 22061, 3
L12_V010, 20563, 3
L12_V010, 18264, 3
