L04_V019, 9971, 7
L04_V019, 10059, 7
L04_V019, 9833, 7
L04_V019, 9590, 7
L04_V019, 8652, 7
L04_V019, 8877, 7
L04_V019, 9767, 7
L04_V019, 8739, 7
L04_V019, 8770, 7
L04_V019, 8548, 7
L04_V019, 8467, 7
L10_V006, 2192, 7
L11_V024, 5930, 7
L05_V004, 2578, 7
L04_V019, 9358, 7
L07_V002, 4711, 7
L03_V006, 3593, 7
L09_V016, 8550, 7
L02_V004, 9408, 7
L10_V023, 7201, 7
L11_V013, 26258, 7
L02_V018, 7634, 7
L09_V007, 9381, 7
L09_V002, 7297, 7
L06_V022, 9745, 7
L06_V006, 2171, 7
L04_V029, 10479, 7
L10_V018, 11331, 7
L06_V022, 9169, 7
L04_V019, 8596, 7
L06_V017, 2181, 7
L04_V019, 9028, 7
L10_V017, 10922, 7
L08_V005, 10136, 7
L03_V009, 9445, 7
L02_V003, 9369, 7
L09_V021, 18680, 7
L03_V006, 3135, 7
L09_V013, 12790, 7
L11_V013, 24859, 7
L03_V009, 10019, 7
L06_V017, 2047, 7
L04_V024, 4546, 7
L11_V025, 7696, 7
L03_V006, 3354, 7
L10_V026, 7095, 7
L04_V029, 10259, 7
L10_V017, 10475, 7
L02_V018, 7853, 7
L08_V005, 10279, 7
L10_V012, 1717, 7
L03_V006, 3973, 7
L04_V029, 10507, 7
L11_V026, 6741, 7
L03_V006, 4021, 7
L08_V011, 9413, 7
L02_V008, 7011, 7
L09_V010, 5629, 7
L06_V006, 2287, 7
L04_V019, 8486, 7
L11_V025, 7743, 7
L08_V011, 9479, 7
L09_V002, 8113, 7
L11_V028, 9468, 7
L08_V011, 393, 7
L06_V030, 9918, 7
L11_V008, 2496, 7
L09_V008, 1826, 7
L09_V026, 5316, 7
L04_V024, 4361, 7
L10_V023, 7386, 7
L10_V005, 23200, 7
L05_V016, 25711, 7
L09_V020, 5214, 7
L04_V029, 10319, 7
L11_V025, 7651, 7
L04_V019, 8445, 7
L02_V031, 9191, 7
L09_V002, 7264, 7
L06_V017, 2137, 7
L12_V016, 10880, 7
L04_V024, 4623, 7
L12_V015, 10333, 7
L10_V017, 4122, 7
L06_V016, 10519, 7
L09_V005, 9460, 7
L10_V017, 4172, 7
L12_V008, 2237, 7
L10_V017, 10536, 7
L10_V017, 10256, 7
L08_V011, 5054, 7
L02_V018, 7554, 7
L11_V019, 6503, 7
L02_V031, 9104, 7
L10_V026, 7002, 7
L06_V017, 2438, 7
L06_V022, 10161, 7
L10_V012, 4259, 7
L07_V004, 10525, 7
L02_V018, 7435, 7
