L05_V010,18625,19
L05_V010,18700,19
L05_V010,800,19
L05_V010,18550,19
L05_V010,18675,19
L02_V007,19450,19
L02_V007,19425,19
L05_V010,18325,19
L05_V010,18400,19
L05_V010,18650,19
L04_V009,16450,19
L02_V017,10800,19
L05_V010,18500,19
L05_V010,18425,19
L02_V017,10875,19
L03_V021,16325,19
L13_V020,21525,19
L04_V009,16475,19
L02_V017,10775,19
L01_V009,21100,19
L05_V010,18575,19
L02_V017,10850,19
L02_V017,14875,19
L03_V021,16250,19
L07_V011,20850,19
L03_V021,16300,19
L03_V021,16275,19
L11_V009,26350,19
L03_V021,16125,19
L05_V010,18600,19
L02_V017,14900,19
L02_V017,14975,19
L04_V009,16425,19
L13_V020,21875,19
L18_V027,25600,19
L02_V007,19400,19
L07_V011,20875,19
L07_V014,3825,19
L05_V010,18525,19
L07_V011,20825,19
L13_V020,21925,19
L05_V010,17925,19
L03_V021,16175,19
L03_V021,16350,19
L05_V010,18375,19
L01_V030,29300,19
L13_V020,21950,19
L13_V020,21975,19
L04_V002,18200,19
L13_V020,21550,19
L05_V010,18475,19
L05_V010,17975,19
L10_V015,15625,19
L03_V002,30100,19
L03_V002,30125,19
L13_V020,22050,19
L03_V002,30075,19
L03_V021,16150,19
L02_V007,18525,19
L03_V021,16225,19
L02_V017,14925,19
L05_V010,17950,19
L05_V010,18350,19
L05_V010,17900,19
L18_V027,25625,19
L09_V001,22975,19
L05_V010,18450,19
L02_V007,18550,19
L04_V009,16300,19
L18_V027,25650,19
L19_V024,28825,19
L19_V018,23975,19
L02_V017,14950,19
L21_V003,10050,19
L08_V018,16050,19
L02_V017,15100,19
L02_V017,15200,19
L02_V017,15175,19
L13_V020,21900,19
L07_V011,20925,19
L24_V030,2625,19
L19_V024,28850,19
L09_V014,30975,19
L03_V020,20225,19
L12_V013,18650,19
L04_V002,17825,19
L01_V030,29325,19
L05_V019,23600,19
L07_V027,2850,19
L04_V002,18100,19
L09_V019,21575,19
L01_V002,19600,19
L12_V013,18550,19
L02_V017,15025,19
L05_V021,17575,19
L19_V024,28875,19
L13_V020,22025,19
L09_V001,23025,19
L04_V009,16400,19
L11_V014,23575,19
