L05_V015,17750
L13_V028,24625
L09_V010,23250
L11_V002,3725
L20_V020,15975
L05_V015,17800
L21_V027,12075
L13_V028,23825
L05_V015,17775
L01_V024,2925
L12_V003,24575
L16_V006,20100
L05_V015,17825
L13_V028,24600
L16_V006,20325
L18_V007,21875
L05_V015,17850
L21_V002,22125
L08_V002,13175
L21_V027,11250
L07_V001,18675
L16_V006,19575
L05_V015,17875
L20_V020,16000
L08_V024,17800
L07_V001,18700
L08_V002,13150
L08_V022,3850
L19_V011,30925
L14_V026,14900
L05_V015,17925
L14_V012,32675
L05_V015,17900
L13_V018,3750
L11_V016,27600
L15_V014,8325
L16_V006,20350
L15_V016,19475
L01_V005,15975
L20_V020,15950
L09_V010,23275
L08_V024,8875
L12_V017,19500
L05_V015,17550
L15_V016,19450
L14_V017,2875
L13_V028,23950
L16_V006,20050
L15_V016,19950
L20_V028,19875
L09_V022,27250
L06_V010,16025
L21_V025,3625
L13_V007,12750
L13_V028,23800
L15_V016,19425
L10_V020,11750
L02_V007,16850
L01_V024,2950
L13_V028,23850
L20_V028,19750
L06_V025,17725
L13_V007,12850
L10_V020,11775
L17_V024,1975
L08_V024,9025
L15_V009,10475
L05_V015,17525
L12_V017,19475
L08_V002,8925
L15_V012,25050
L13_V006,17650
L12_V017,19175
L20_V020,15925
L21_V027,12100
L02_V010,5675
L13_V006,17675
L14_V026,14775
L21_V027,11300
L01_V001,22225
L04_V020,7275
L18_V007,21650
L18_V014,26575
L14_V026,14275
L11_V012,21175
L08_V002,13125
L18_V014,26550
L07_V016,8950
L15_V012,25200
L01_V017,23925
L12_V013,1775
L18_V003,26725
L18_V014,825
L07_V016,8425
L13_V028,23900
L21_V025,3600
L12_V013,1500
L13_V018,3800
L16_V006,20075
L21_V027,12050
