L04_V001,18100
L04_V005,16600
L09_V025,27000
L03_V008,24100
L04_V001,18200
L02_V004,19600
L07_V013,19500
L08_V012,17400
L02_V012,14200
L09_V001,22800
L11_V009,27400
L09_V001,23700
L09_V001,23300
L01_V009,7200
L07_V013,23300
L07_V013,22600
L01_V019,26700
L03_V008,24200
L04_V001,18900
L09_V025,17700
L04_V005,17300
L04_V005,16200
L09_V019,23400
L09_V019,23500
L12_V004,18300
L01_V007,21900
L09_V001,17400
L09_V001,24100
L07_V029,23400
L06_V024,16500
L01_V019,26300
L01_V029,19500
L11_V023,19300
L09_V025,25800
L04_V005,17100
L09_V013,26700
L07_V010,26500
L09_V023,22800
L01_V009,8100
L11_V003,26000
L01_V016,17200
L08_V012,11700
L03_V002,29700
L11_V009,26200
L09_V025,27400
L09_V001,23500
L04_V005,17500
L04_V005,17200
L01_V010,18700
L04_V002,18100
L09_V025,26900
L09_V001,23600
L01_V010,19200
L01_V029,23600
L03_V026,21600
L11_V009,28400
L11_V009,25900
L01_V016,17100
L11_V019,19700
L09_V019,23000
L07_V020,21200
L09_V013,25900
L03_V008,23100
L11_V002,24800
L09_V025,17600
L09_V019,22300
L10_V020,20700
L11_V023,28200
L12_V022,17000
L11_V009,26500
L09_V001,17500
L09_V010,7400
L11_V002,24900
L07_V013,22700
L04_V005,16700
L12_V002,16000
L07_V014,23600
L02_V004,19800
L09_V004,27500
L11_V023,29000
L04_V002,18200
L01_V016,17900
L05_V025,21500
L01_V029,23700
L10_V020,21700
L09_V004,27200
L02_V004,19700
L01_V004,19200
L11_V001,26600
L02_V012,14000
L09_V023,17500
L09_V023,22900
L07_V013,22100
L09_V001,23900
L03_V008,23900
L09_V010,10100
L01_V019,26200
L08_V012,17300
L09_V025,25300
L09_V001,23200
