L02_V008,22750,73940
L02_V008,22725,73940
L02_V008,22700,73940
L14_V009,26225,08479
L05_V029,13825,
L19_V022,14650,
L01_V018,12125,
L19_V022,14625,
L14_V023,21375,
L01_V018,11300,
L01_V018,11275,
L22_V024,30825,
L05_V029,13800,
L21_V013,15200,
L15_V017,12625,
L10_V005,30825,
L21_V013,15225,
L02_V003,27575,
L21_V006,18575,
L10_V022,25125,
L15_V017,12675,
L15_V017,12725,
L16_V012,28350,
L10_V026,23075,
L14_V023,21350,
L10_V026,23100,
L22_V020,32625,
L15_V017,12700,
L22_V020,33350,
L20_V031,33825,
L14_V023,21200,
L22_V020,33400,
L13_V025,15650,
L16_V012,28325,
L21_V003,12200,
L19_V019,18925,
L21_V012,11775,
L21_V013,14900,
L10_V005,30800,
L07_V024,9275,
L13_V015,15075,
L06_V001,27700,
L13_V025,15625,
L21_V003,12125,
L17_V028,15250,
L21_V003,12100,
L16_V012,28250,
L09_V004,12975,
L16_V012,28300,
L22_V020,32675,
L21_V013,15175,
L16_V012,28225,
L14_V017,19775,
L14_V009,26225,
L22_V020,33375,
L22_V020,32700,
L14_V023,21325,
L20_V031,33875,
L09_V003,16625,
L10_V022,21450,
L22_V020,33325,
L07_V024,9250,
L21_V012,11750,
L13_V015,9350,
L14_V023,21125,
L02_V003,27600,
L07_V022,17350,
L06_V001,27675,
L14_V023,21400,
L13_V008,18350,
L09_V004,13000,
L20_V031,33775,
L10_V026,23125,
L16_V012,28200,
L21_V024,12375,
L22_V020,32650,
L13_V015,9375,
L22_V024,30800,
L08_V001,31675,
L10_V022,25150,
L07_V002,14025,
L09_V003,16650,
L13_V025,15600,
L22_V024,30775,
L19_V022,14575,
L16_V012,28275,
L16_V031,26500,
L01_V009,16500,
L07_V002,13950,
L08_V019,29250,
L04_V019,26575,
L01_V011,26250,
L10_V028,26750,
L09_V003,16700,
L01_V009,16525,
L21_V024,12350,
L13_V025,15900,
L21_V003,12175,
L13_V008,18325,
L13_V001,15375,
