L02_V030,26600
L02_V025,13700
L05_V023,27700
L02_V004,22000
L02_V025,27400
L11_V010,23900
L01_V013,23400
L02_V025,13100
L02_V025,26600
L02_V030,26600
L02_V031,33300
L02_V031,33000
L02_V025,27100
L07_V022,22200
L11_V004,19800
L02_V031,33500
L09_V017,28100
L08_V023,18200
L06_V023,19800
L09_V020,32800
L02_V031,32400
L02_V025,26800
L09_V017,28200
L05_V021,13200
L12_V002,27900
L04_V012,11400
L02_V030,26400
L02_V031,32500
L02_V031,32900
L11_V004,19900
L10_V005,16000
L02_V030,26700
L09_V010,20900
L02_V016,15900
L06_V028,1100
L06_V015,19600
L11_V014,23800
L11_V010,24000
L02_V031,32200
L02_V011,13900
L09_V006,24300
L06_V023,19900
L02_V025,13000
L10_V005,24800
L01_V009,25600
L09_V018,29200
L04_V011,17200
L02_V030,27000
L02_V022,16900
L11_V028,29400
L04_V030,14400
L03_V001,22600
L11_V010,18500
L06_V023,19600
L02_V030,26900
L10_V025,14000
L09_V006,24400
L06_V015,19700
L02_V030,26000
L08_V001,8800
L11_V029,23800
L02_V025,26400
L06_V010,9200
L12_V016,500
L08_V004,8900
L06_V026,18900
L06_V010,9000
L02_V025,27600
L10_V005,25100
L11_V029,24000
L02_V004,21600
L04_V004,9500
L11_V029,23900
L05_V023,27800
L08_V017,8500
L06_V026,18800
L01_V024,24100
L10_V005,25300
L10_V005,25400
L02_V027,29800
L08_V015,15100
L02_V031,32600
L09_V018,29000
L11_V029,23500
L11_V005,27600
L02_V027,29700
L06_V020,11400
L11_V010,19100
L04_V012,11100
L11_V028,29200
L06_V023,19500
L09_V018,29100
L08_V017,8100
L05_V023,27600
L02_V027,29600
L02_V025,13500
L01_V030,30700
L11_V029,23700
L09_V018,28800
L02_V031,32800
