L04_V003,25900
L03_V008,15300
L10_V001,26600
L02_V011,21200
L09_V015,36000
L08_V017,29200
L09_V015,36100
L04_V010,16500
L01_V001,15400
L06_V029,24200
L08_V017,29600
L12_V021,26000
L10_V018,23800
L07_V010,2100
L02_V010,29500
L03_V010,30500
L05_V003,28300
L09_V015,36400
L08_V017,29400
L01_V014,24100
L04_V014,27400
L11_V004,21500
L03_V029,27400
L07_V006,19300
L04_V025,21100
L07_V010,1900
L04_V017,10300
L02_V011,21100
L03_V008,16400
L08_V017,29300
L03_V008,15400
L06_V029,23300
L04_V025,28900
L11_V001,31300
L09_V015,8100
L07_V014,17300
L02_V001,25400
L06_V030,7600
L05_V031,24100
L08_V017,29500
L01_V020,6800
L03_V025,29600
L08_V027,28100
L01_V001,15500
L10_V026,21800
L06_V013,33300
L04_V025,21200
L08_V020,27400
L02_V012,27900
L01_V026,26200
L07_V029,19600
L04_V029,23600
L06_V029,23100
L04_V030,26200
L10_V015,30000
L01_V003,18700
L05_V003,27300
L12_V029,31300
L02_V017,7700
L01_V026,25900
L07_V011,22700
L01_V018,27300
L01_V026,26700
L05_V029,11600
L12_V022,31200
L10_V015,30200
L01_V014,13800
L08_V018,21100
L07_V003,19500
L02_V014,28400
L02_V011,19900
L05_V016,28600
L02_V017,7600
L05_V031,24000
L01_V001,15200
L04_V017,10200
L01_V020,6700
L02_V019,24500
L05_V020,14800
L08_V021,24300
L10_V001,26800
L04_V016,11000
L10_V024,17800
L11_V025,12500
L06_V013,27900
L01_V030,17800
L06_V021,19600
L11_V027,19300
L07_V017,22000
L10_V019,27000
L07_V027,14300
L01_V026,26600
L04_V014,22800
L07_V022,18500
L05_V016,28400
L08_V027,900
L03_V030,7900
L04_V004,26000
L07_V010,1500
L02_V001,25500
